hcp_id,specialty,tier,years_practice,historical_email_opens,historical_msl_calls,digital_engagement_score,publication_downloads,webinar_attendance,treatment,scientific_score
106962,Oncology,C,34,7,1,44.132700160837175,2,1,1,52.217084931577396
106963,Endocrinology,C,6,8,1,66.72776083535615,3,1,0,59.66981637208388
106964,Cardiology,B,34,8,3,53.06685149110881,2,3,0,67.43603242003867
106965,Oncology,C,27,7,2,48.07651146638301,2,2,0,62.57011801987603
106966,Oncology,B,16,11,2,55.951099335282606,5,3,0,89.09877592432623
106967,Neurology,B,30,9,1,42.51992280481099,2,1,1,55.57289252967966
106968,Oncology,B,31,8,2,13.478659906774027,3,2,0,53.74859955414819
106969,Neurology,C,30,7,3,70.65524993977583,3,2,1,75.94517784932955
106970,Cardiology,B,34,15,2,51.463398395796055,0,0,0,62.81568567820901
106971,Oncology,B,3,12,1,64.2705241410512,1,4,0,82.03711960409953
106972,Cardiology,C,7,4,2,57.63834244607684,3,3,1,64.80577794975463
106973,Oncology,B,6,8,1,75.27786823621463,7,1,0,77.38540812968724
106974,Oncology,C,12,7,4,52.98382800711074,2,2,0,69.61394634656455
106975,Cardiology,A,8,10,2,41.08757634547295,5,3,0,76.37403374255476
106976,Oncology,B,3,7,0,72.77419576240672,4,2,0,70.64776425316663
106977,Neurology,B,32,4,2,24.35943233947433,3,3,0,44.442336033890285
106978,Neurology,C,26,9,2,63.32448527627981,4,4,0,87.00290474085605
106979,Neurology,A,18,8,2,63.146113726618346,1,1,0,56.87786072094881
106980,Oncology,B,9,5,2,69.70755752303648,1,0,1,55.519007263359875
106981,Oncology,C,23,11,0,96.1300495120422,3,1,0,76.48949636470556
106982,Cardiology,B,20,4,1,54.29735560183581,0,0,0,33.735737627852735
106983,Endocrinology,C,2,7,4,67.0477967262883,5,3,1,94.64260465471037
106984,Neurology,C,22,7,1,69.66207686643763,1,2,0,53.43856970397327
106985,Neurology,B,29,6,1,61.39416281049054,4,1,0,55.30784798969448
106986,Oncology,A,2,5,0,47.62939905049987,5,0,1,54.63165224092269
106987,Oncology,B,18,15,2,36.837751972781604,5,5,1,105.5047841202012
106988,Cardiology,B,31,9,1,49.62459064721399,1,3,0,62.963503966458866
106989,Oncology,C,4,8,2,39.26128763246262,3,1,0,53.65947350790422
106990,Oncology,C,30,12,0,41.02459681468085,3,0,1,50.979380440438064
106991,Endocrinology,A,21,13,1,60.82128566100023,1,2,1,68.31659246203574
106992,Oncology,B,27,7,0,40.367758139273555,1,4,0,52.90521703160706
106993,Oncology,B,28,8,4,69.17055077645179,0,2,0,74.03272885676571
106994,Oncology,A,10,2,3,43.137667452043324,4,5,0,68.26911398812729
106995,Endocrinology,B,17,7,0,72.40137084145061,5,1,0,61.88455646155357
106996,Cardiology,B,11,8,3,45.567105201910934,2,0,0,51.93573413324537
106997,Neurology,B,33,6,0,70.35401439310165,5,3,0,67.10731093209895
106998,Endocrinology,B,11,6,1,62.97359992814692,2,3,0,57.04580528174552
106999,Oncology,C,11,11,4,68.55751795166013,6,1,1,101.1073843036747
107000,Cardiology,A,8,7,1,53.78826885990162,2,2,0,57.883161369310585
107001,Oncology,C,22,14,0,52.68902549323911,1,1,0,56.75715575681851
107002,Oncology,B,19,7,2,86.17794965877374,3,0,0,62.09065843090614
107003,Neurology,C,5,5,1,44.932654145097274,3,0,0,37.09280509980794
107004,Neurology,B,6,11,1,47.99431571132335,9,3,0,83.96856195414527
107005,Oncology,C,18,4,0,30.624489611165234,3,1,0,37.10610894614161
107006,Oncology,C,29,13,3,49.07943514718528,3,4,0,90.1705592642331
107007,Cardiology,B,30,7,2,37.836252233206515,3,1,0,49.80431998446065
107008,Oncology,B,4,8,3,84.94892499107307,1,2,0,73.48478728109662
107009,Oncology,C,33,9,1,70.34148425095628,2,3,1,84.44935858180826
107010,Oncology,C,15,4,2,50.62699935896621,2,3,1,57.859561036196204
107011,Oncology,C,32,7,7,72.06718714301665,0,4,0,87.20183691000392
107012,Neurology,C,33,6,4,18.039241092781722,2,3,0,59.43149051447837
107013,Oncology,B,20,4,1,43.456772951838694,5,1,0,53.35269611823065
107014,Oncology,A,17,11,1,70.91406640569596,3,1,0,67.38959127792717
107015,Cardiology,B,7,5,2,42.623969366038544,2,2,0,60.45332074200078
107016,Endocrinology,C,31,7,0,50.25693138985867,1,1,1,44.436455613944695
107017,Oncology,B,17,4,2,74.11424000395124,5,0,0,66.3483275987382
107018,Oncology,A,4,10,3,65.82241935197374,2,1,0,65.51276421886769
107019,Oncology,C,32,5,1,41.46617161777037,3,2,0,54.82323146798858
107020,Neurology,C,33,11,4,54.51838831619826,3,1,0,78.06952206500672
107021,Cardiology,B,33,9,2,50.630269591064625,1,0,0,48.92643301197961
107022,Neurology,B,27,12,3,49.60681352052316,3,1,0,72.73603857996663
107023,Endocrinology,B,10,8,2,51.0455578897235,1,5,1,79.20967074092783
107024,Neurology,A,7,5,1,78.39801162604576,4,1,0,65.68314982618224
107025,Cardiology,C,3,8,0,48.001657561673504,3,0,0,40.18254474921097
107026,Cardiology,B,32,4,3,77.70846047802878,6,4,1,93.5942000964867
107027,Oncology,C,14,4,3,72.93268044235084,0,2,0,63.2686766016172
107028,Endocrinology,C,31,3,4,74.44322430853715,4,4,0,84.31589872926762
107029,Oncology,B,15,2,0,67.89251427349342,6,2,0,63.44494439919249
107030,Oncology,B,20,14,5,67.97559597290899,1,3,1,106.89436782179436
107031,Neurology,B,12,7,3,63.16542590461043,3,1,0,68.35950087030942
107032,Oncology,B,33,8,3,52.19413871755659,3,3,1,82.5716603110535
107033,Cardiology,B,7,12,2,83.711504965344,3,2,0,84.34217496531392
107034,Cardiology,C,30,3,2,53.82579139363334,4,1,1,58.580735716381064
107035,Oncology,B,3,10,3,58.395945600954484,0,1,1,57.52372431417314
107036,Neurology,C,31,12,3,70.03611981546614,5,2,0,82.50750927698695
107037,Oncology,A,26,9,3,66.996668954156,3,2,1,82.89530599701668
107038,Oncology,A,13,12,3,40.84818273092813,1,1,0,64.43088018947117
107039,Cardiology,C,33,11,1,57.35906417469122,6,2,1,82.05772514741511
107040,Neurology,B,3,6,0,57.05368004717241,5,2,0,60.289038811324104
107041,Neurology,B,25,4,0,79.58301317946975,7,2,0,74.51212533986428
107042,Oncology,B,18,7,3,67.1074783954051,5,3,0,78.61683410812158
107043,Cardiology,B,9,7,3,86.47210204955474,5,2,0,84.7883930672463
107044,Oncology,C,4,9,2,58.69340068651969,1,4,0,74.79738656497268
107045,Endocrinology,A,18,12,1,59.2152343213073,2,2,1,70.05435154148803
107046,Oncology,B,17,7,4,58.77018945050966,3,2,1,89.50480594948277
107047,Neurology,B,34,5,3,66.81513432149656,4,1,0,55.65499054787864
107048,Oncology,C,5,10,2,100.0,4,3,0,89.04276356926202
107049,Oncology,B,27,8,1,61.57640429737869,1,2,0,52.15208541958996
107050,Cardiology,A,7,5,1,46.67164723917149,7,1,0,62.869398066582065
107051,Endocrinology,B,14,8,2,64.91471181105545,2,2,1,74.91220461039497
107052,Cardiology,A,20,3,1,49.94580382548346,1,2,0,49.82609062643463
107053,Endocrinology,B,23,7,3,51.76784226028778,3,2,0,63.28097346706263
107054,Cardiology,A,21,5,2,62.89056578957399,0,3,0,62.79545055205942
107055,Cardiology,B,31,13,2,87.31311177210073,7,2,1,98.02636525169719
107056,Oncology,A,28,11,1,55.67780991335014,4,2,0,74.05058793112865
107057,Neurology,B,25,2,2,64.52328869156986,4,1,1,59.221924794035196
107058,Oncology,C,34,6,0,59.69725194906905,1,6,1,75.50229947488745
107059,Endocrinology,C,12,8,2,70.06027886484864,5,2,1,88.1951588904157
107060,Endocrinology,A,2,5,0,25.727335774089482,2,3,0,47.18162049559387
107061,Endocrinology,B,6,8,2,55.76326963484187,4,2,0,71.58634932917485
107062,Cardiology,B,6,1,2,58.088047583754026,5,0,0,44.105837018223625
107063,Neurology,C,17,4,3,63.75946404001337,3,1,1,72.74083119758387
107064,Neurology,A,18,9,3,71.5452126022292,2,4,1,95.89014152696367
107065,Oncology,C,7,10,3,80.5564123733041,3,1,0,76.25272239492745
107066,Cardiology,B,17,11,1,61.52893556096378,4,2,0,67.5702169048246
107067,Oncology,B,27,10,1,83.04960806296425,2,1,0,58.51615391906701
107068,Cardiology,C,31,5,3,72.10550133550333,7,3,0,92.51251369830771
107069,Oncology,C,9,13,2,77.12948309190764,5,2,0,84.09799048049831
107070,Oncology,C,20,12,1,66.3988396753905,2,1,1,77.58829928381383
107071,Oncology,B,5,5,4,65.08837433983389,5,2,1,89.96692492004621
107072,Oncology,B,14,11,4,80.72735640527391,3,2,1,90.32026325424474
107073,Cardiology,B,11,6,1,66.65081109750595,1,1,1,63.358578593686865
107074,Oncology,B,18,8,5,67.92299352847391,2,1,0,78.6419233769634
107075,Cardiology,B,29,6,1,46.289661593814145,3,3,0,54.83491812446279
107076,Oncology,B,22,11,3,60.11570999772737,2,2,0,68.43974352029055
107077,Cardiology,A,12,9,4,55.139307511032044,3,1,0,69.12542031934241
107078,Cardiology,B,20,10,1,74.32252640293363,2,3,0,68.78802000454063
107079,Cardiology,C,24,12,1,68.14724848143138,5,2,0,80.37368574855394
107080,Neurology,C,29,9,2,69.55369557206872,3,4,0,83.67697016651124
107081,Oncology,B,20,7,4,56.62167762533347,1,1,0,65.29621744499795
107082,Neurology,B,28,9,1,53.84346669913505,2,3,0,63.60632785198238
107083,Oncology,A,28,6,6,64.59137852245502,2,2,0,75.61905235910993
107084,Cardiology,C,21,14,2,78.21882009004534,2,3,0,92.65558456066759
107085,Cardiology,B,22,13,2,46.38618704342094,3,1,1,81.67492856704328
107086,Oncology,C,13,7,6,52.933520810849004,2,2,0,67.7935620067101
107087,Neurology,C,25,5,3,89.60979074040978,1,0,0,58.47006315326449
107088,Cardiology,B,13,6,5,44.50986393767453,1,2,0,66.93866562642394
107089,Oncology,B,24,4,0,77.20857840130986,0,1,1,49.664047205681314
107090,Oncology,C,10,6,2,34.936789551365386,6,2,0,60.530215404898904
107091,Oncology,A,12,11,2,51.04832683953129,4,3,0,80.21850901929092
107092,Endocrinology,B,26,9,2,72.20178760807153,6,3,0,84.4298900079412
107093,Neurology,C,24,11,7,52.41188640121767,3,3,0,93.23519289192589
107094,Oncology,B,18,11,1,54.61811477968665,1,1,0,59.106579649314966
107095,Oncology,C,15,2,2,34.563538197947814,0,2,0,34.54217506420695
107096,Cardiology,C,3,9,0,46.21234193090675,4,5,1,81.8826261888694
107097,Neurology,C,15,5,2,36.807175583328934,4,0,0,40.3812129106668
107098,Oncology,B,22,4,3,40.70751513758378,0,2,0,53.495199149153024
107099,Oncology,B,15,4,2,70.8904851243335,4,3,1,78.97010499647273
107100,Endocrinology,A,5,6,3,40.556787895271235,3,0,0,47.24310085486482
107101,Oncology,C,4,10,2,64.31903097214106,4,1,0,73.71085535912675
107102,Oncology,C,25,4,1,58.27201148670976,3,2,0,59.66377293915884
107103,Endocrinology,B,29,11,2,43.62775602053803,1,2,1,60.84327094064789
107104,Cardiology,B,23,10,4,42.28461234821744,3,5,0,86.02714287052905
107105,Oncology,A,10,9,1,68.74750229125951,1,5,1,89.1762379697928
107106,Oncology,C,7,6,1,69.88270123672365,5,5,0,80.45592568283004
107107,Oncology,C,23,11,1,77.85572421148402,3,2,0,71.8534755876754
107108,Oncology,C,30,6,2,57.466698126547065,1,2,1,76.3702545688763
107109,Endocrinology,C,13,10,2,52.93377751922429,4,3,0,77.85815475652444
107110,Oncology,C,27,8,2,32.532084764478476,2,0,0,41.37545846853196
107111,Neurology,C,14,6,0,59.79970417024234,5,0,1,64.94371722758403
107112,Endocrinology,B,26,11,4,39.07683572357346,1,2,1,77.97764688144206
107113,Oncology,B,11,11,2,51.39350684321468,6,2,0,79.35085685576932
107114,Oncology,C,32,13,3,54.954962491861735,4,0,0,76.51067395110525
107115,Cardiology,B,11,4,3,44.59137789272371,1,2,0,45.047144063844854
107116,Endocrinology,B,30,7,3,80.71059094078981,2,3,0,81.47713990805335
107117,Neurology,A,26,2,2,97.25816937516058,7,3,0,89.84412342228838
107118,Oncology,B,8,1,4,81.90957779709501,4,3,0,90.11429151571068
107119,Neurology,B,31,7,3,81.30506714104769,3,2,0,81.69746566205549
107120,Cardiology,B,18,8,0,67.13080080240292,1,1,1,66.90226600806014
107121,Endocrinology,B,7,14,1,74.3475050710726,2,3,0,85.21375457344803
107122,Oncology,B,18,10,1,72.04076959489053,2,5,0,84.22272151821217
107123,Cardiology,A,29,9,3,53.81964062908656,2,2,0,68.23058443730987
107124,Endocrinology,C,4,7,0,78.38752759142038,1,1,1,56.8233903891484
107125,Oncology,B,3,11,2,51.49380086240225,5,2,0,74.36260749932929
107126,Cardiology,B,27,10,3,77.69476955213987,1,2,0,76.42187007251061
107127,Oncology,A,22,8,2,73.00320475680019,3,1,1,75.01740308186375
107128,Oncology,B,29,6,2,57.290089675973555,4,1,0,63.15862483228609
107129,Oncology,B,15,7,0,42.764951363707176,3,3,0,49.44854479300907
107130,Endocrinology,C,24,12,0,72.07259761402894,4,3,1,84.51146831992348
107131,Oncology,C,20,11,1,46.096622008263886,3,1,0,60.20459490049896
107132,Cardiology,B,29,9,1,66.64301343879613,2,3,1,80.99518112488543
107133,Neurology,B,32,9,5,65.15645803524691,5,5,0,96.95341945327654
107134,Oncology,B,34,11,1,62.07675221661428,2,1,0,60.83021689996139
107135,Cardiology,C,25,4,4,63.904725025363206,3,3,0,79.33634161697171
107136,Neurology,C,32,10,0,56.143048604292204,1,2,0,61.56787779890037
107137,Endocrinology,B,27,3,2,46.92496933729512,4,0,1,66.32755468933398
107138,Cardiology,B,27,8,3,68.20668230015909,3,2,0,73.00303221178716
107139,Neurology,C,7,10,1,90.01146509676937,4,3,1,101.95721472660009
107140,Oncology,C,6,8,1,75.1795721657927,2,1,0,57.535822304514745
107141,Endocrinology,B,33,9,1,70.39654476067008,3,2,1,76.05201950030457
107142,Oncology,C,6,7,4,53.13561966168714,6,1,0,83.05504864293707
107143,Neurology,B,11,9,1,100.0,0,0,0,74.79704201003887
107144,Oncology,B,27,8,1,68.30754957722058,3,1,1,77.7751587863367
107145,Endocrinology,C,2,8,1,64.78600840232913,3,1,0,54.03651390387357
107146,Neurology,B,22,8,1,71.94848331262715,4,2,0,66.30899659580452
107147,Neurology,C,28,10,3,45.068155580349696,0,0,0,50.063071580926355
107148,Oncology,B,33,3,2,63.59220429541994,3,1,0,60.52414373686619
107149,Oncology,B,21,5,1,72.79933805604266,3,1,0,69.10576771890823
107150,Cardiology,A,19,7,1,61.288458342692195,1,3,1,65.104234305868
107151,Neurology,B,15,11,1,36.9800793287061,3,3,1,71.89611483558888
107152,Oncology,B,30,3,1,71.38528073762602,5,2,0,61.277910605812465
107153,Endocrinology,C,12,10,2,56.28821700839051,3,0,1,60.487311102215024
107154,Endocrinology,B,7,8,2,78.59190887927083,4,3,0,84.16849897881224
107155,Oncology,C,32,5,0,59.50471313793461,5,2,0,57.54938243198738
107156,Neurology,B,33,5,0,47.583420656874296,3,3,0,54.624258947417204
107157,Cardiology,C,2,11,3,62.908571118695605,2,3,0,81.44486371301414
107158,Cardiology,B,5,12,0,61.81750351241475,4,3,0,71.30152813694176
107159,Oncology,B,10,13,5,74.36922981760013,4,0,0,88.51804061473649
107160,Cardiology,B,28,10,2,66.97942384573975,5,0,0,75.91471329786474
107161,Neurology,B,32,8,1,49.120081549450056,4,1,0,58.816448058159175
107162,Oncology,B,16,12,1,68.54837602807861,1,2,0,78.70127353293312
107163,Cardiology,B,31,12,3,73.75324268172358,2,0,1,70.07030428043454
107164,Neurology,C,9,9,2,48.19673355274042,3,1,0,52.61063082233326
107165,Neurology,C,13,11,0,62.97598868387067,4,1,1,70.60285183822998
107166,Oncology,C,25,5,1,43.97953932789338,1,3,0,48.1323718966227
107167,Endocrinology,B,31,7,2,81.7777043963035,2,6,0,86.63118869302818
107168,Cardiology,C,20,5,0,75.17900034103755,2,0,0,46.29646502324494
107169,Oncology,C,24,8,2,53.51160606780762,6,3,0,81.67022103592589
107170,Oncology,B,16,5,2,52.47365985185345,0,2,0,45.233083607699754
107171,Cardiology,B,16,10,3,59.364088636081064,2,3,0,80.15896795868574
107172,Endocrinology,B,3,7,3,59.27259200350877,5,4,0,85.11324673932228
107173,Oncology,A,31,12,1,56.90661661011394,4,3,0,77.03577726077822
107174,Neurology,A,34,5,2,59.37082800806128,3,3,1,71.54534643618635
107175,Oncology,A,27,9,1,44.06940284049821,2,2,0,48.857625275064876
107176,Cardiology,C,10,11,0,43.614575715694485,2,1,1,59.806577903137075
107177,Endocrinology,B,4,13,6,44.311858892077204,3,1,0,84.94325218716206
107178,Neurology,B,3,8,2,63.14471293641588,0,2,0,52.49264569252204
107179,Oncology,C,13,9,1,76.13544981925418,1,3,0,63.363077956133054
107180,Cardiology,C,26,15,4,92.74642742993885,3,0,0,96.59033888700571
107181,Oncology,C,8,15,3,83.98013797968892,3,3,1,100.85574816719237
107182,Oncology,B,23,10,1,47.9680909506421,2,0,0,45.0490588958926
107183,Neurology,B,14,13,1,78.00734909642722,0,1,1,66.43648307605568
107184,Neurology,B,16,8,3,62.28283973975865,3,2,1,76.75077684407738
107185,Oncology,B,4,6,1,68.55781039388619,3,4,1,81.21359934965987
107186,Endocrinology,B,31,6,2,84.17214087947491,6,0,0,69.20745408312402
107187,Cardiology,B,31,8,3,79.27972637894409,3,2,1,78.085752237426
107188,Oncology,C,27,7,2,50.91397405046929,5,1,0,65.78787740067979
107189,Cardiology,A,5,11,3,55.47463500957904,4,1,0,71.75781237173226
107190,Cardiology,A,29,9,3,58.74390894316497,2,1,1,78.49861985984691
107191,Cardiology,A,2,6,1,62.65834544396288,4,3,0,79.92686636551834
107192,Cardiology,C,16,5,0,66.33254035845154,0,3,1,64.50544197703731
107193,Cardiology,B,2,3,3,82.84078897277107,6,2,0,69.09812602345099
107194,Oncology,B,8,4,3,58.32338398299857,5,2,0,64.51809738397016
107195,Neurology,A,7,12,1,54.45686632887578,3,3,1,92.32365755834138
107196,Cardiology,B,31,6,4,62.656287899188875,1,3,0,60.384290024869735
107197,Oncology,A,21,6,1,51.67754616680769,2,2,0,62.88909784162356
107198,Neurology,B,14,7,4,83.03915057676414,2,0,1,81.66793340478952
107199,Endocrinology,A,34,7,1,43.23924300806879,0,1,0,33.647429512855794
107200,Endocrinology,C,15,12,2,28.665778895481907,3,3,0,69.34462144121687
107201,Oncology,B,11,5,3,47.19035559568016,4,0,1,61.07106498006079
107202,Oncology,C,31,4,2,28.836785372148558,6,3,1,66.23065524442266
107203,Cardiology,B,3,8,2,65.07251051789014,3,4,0,72.8861836523438
107204,Oncology,B,3,7,2,41.00888920481817,1,2,1,52.09904523621466
107205,Endocrinology,A,26,2,3,91.3037233778357,2,4,0,85.95665142852552
107206,Oncology,B,2,11,0,63.224040642533346,5,1,0,62.37758499907018
107207,Oncology,B,31,5,0,55.35232448615189,4,6,0,72.69648979805433
107208,Oncology,B,24,9,2,41.84926480922455,2,2,1,66.95456968388065
107209,Oncology,C,31,9,0,62.88192534079451,4,1,0,60.50478172947378
107210,Neurology,C,15,10,2,86.53827993487077,3,3,0,88.40884926966594
107211,Cardiology,C,13,9,4,31.424738752649347,4,0,1,64.21376404981069
107212,Oncology,A,30,8,1,72.10870450403598,6,1,0,72.07194962171613
107213,Oncology,B,34,10,4,47.38416460952527,2,0,0,66.88145455059376
107214,Cardiology,A,25,15,2,77.14771774908421,3,3,0,90.08126291095398
107215,Oncology,B,14,13,0,48.378785436048375,1,1,1,66.7174576847273
107216,Cardiology,B,7,7,0,82.84666126800434,5,4,0,82.29591908787572
107217,Cardiology,A,25,7,0,68.91685085604878,6,3,0,77.97280815171368
107218,Neurology,C,13,5,3,44.7133098154016,2,0,0,35.89895619425559
107219,Endocrinology,B,16,10,3,45.822585976546584,5,1,1,74.45526901715775
107220,Endocrinology,B,25,6,1,56.70404783752729,8,4,1,91.3953188883679
107221,Endocrinology,A,30,8,2,44.186983901572425,1,1,0,42.18047941658115
107222,Oncology,B,2,7,3,35.91077027658286,2,3,1,68.36224382187181
107223,Oncology,C,20,6,1,78.47320955357135,1,3,0,65.3702521261067
107224,Oncology,B,16,6,3,30.926576286130626,2,3,0,62.69414315247281
107225,Endocrinology,C,16,9,1,84.25858914759539,1,2,1,72.90024736515818
107226,Endocrinology,A,19,5,0,53.627179642350065,1,2,1,50.89278257828089
107227,Endocrinology,B,26,10,0,66.83738510704971,6,1,0,66.78186866648825
107228,Oncology,C,18,11,1,94.6119377759835,6,0,0,80.27498759699276
107229,Endocrinology,B,20,4,0,70.25181351436088,2,3,0,61.26111224792099
107230,Oncology,A,29,8,4,50.28883912052396,2,2,1,76.49814473941153
107231,Oncology,B,25,9,5,86.76303753393017,2,3,0,102.92204072648174
107232,Oncology,B,7,3,1,32.317787005113985,2,0,0,39.390514068327406
107233,Oncology,C,14,8,1,63.346906977429605,1,5,0,73.72501859067178
107234,Cardiology,C,3,6,2,79.30943633274835,3,4,0,81.34000311560062
107235,Oncology,C,7,8,1,52.97093566494725,4,1,0,62.6471494835522
107236,Cardiology,B,27,6,3,44.35320867019408,2,3,0,60.54244645780191
107237,Cardiology,B,21,6,4,41.34068799842826,5,2,1,74.3141723637284
107238,Endocrinology,B,27,10,2,58.518139195925485,6,2,0,79.11123043337874
107239,Neurology,C,12,11,1,30.094939642344265,1,1,0,49.340276357579896
107240,Oncology,C,11,12,5,31.254698168827574,3,3,0,73.86683863374986
107241,Neurology,A,15,4,3,50.286557401843474,0,1,1,52.02549068646736
107242,Endocrinology,B,28,6,0,53.293050636271275,10,2,0,78.63705047488901
107243,Oncology,B,29,3,2,64.78763049176533,1,1,0,49.66876190455865
107244,Cardiology,B,22,14,2,55.08317326334994,4,2,1,84.76167510292652
107245,Oncology,B,16,8,5,49.66255727788966,5,4,0,99.37532537468233
107246,Oncology,B,28,7,1,78.84813762292934,2,3,0,66.92482772107063
107247,Neurology,A,9,9,3,65.31913089689944,4,2,0,83.68794402214584
107248,Endocrinology,C,2,8,3,87.87240410892969,2,2,0,75.38760131748799
107249,Oncology,C,24,7,2,59.72884698704576,3,2,1,86.92051540896344
107250,Neurology,C,22,1,4,35.33041239048594,2,2,0,48.09488798117321
107251,Endocrinology,A,34,2,4,49.552852189577855,2,2,0,47.14566641506175
107252,Endocrinology,B,17,7,2,42.11808610893872,4,3,0,69.30214042910764
107253,Oncology,B,24,4,1,61.991069473814036,0,4,0,52.75579623359523
107254,Endocrinology,B,10,7,3,62.40383381942279,5,1,1,78.5547138826298
107255,Oncology,B,14,5,3,41.55383476428852,4,3,0,66.22973641600379
107256,Cardiology,C,32,9,4,56.556613988008,4,0,1,74.73165003613579
107257,Oncology,A,14,11,1,66.5801152950936,0,2,0,59.87049558059243
107258,Oncology,C,26,5,1,45.11263317200793,2,2,0,35.45190591722424
107259,Neurology,C,10,11,1,100.0,5,3,1,107.63525150040134
107260,Oncology,C,22,8,3,52.461217300216916,2,1,1,63.71489453207233
107261,Oncology,C,25,4,8,57.095554818396174,3,2,0,82.04084965674797
107262,Oncology,B,12,12,1,49.78408799063123,3,2,0,64.07066206979847
107263,Neurology,C,26,9,5,39.116169569428784,4,3,0,79.55442795368505
107264,Oncology,B,30,10,4,48.30718811611812,1,2,0,66.5313216169127
107265,Neurology,C,9,8,4,51.71773143832184,3,2,0,72.68618596618778
107266,Oncology,A,21,10,1,65.78015803544928,1,5,0,68.50083190664586
107267,Oncology,B,31,7,3,61.38371331219476,2,0,0,53.18029826300528
107268,Oncology,B,20,7,1,41.793538883119304,4,2,0,65.1407358061797
107269,Cardiology,B,7,9,1,66.84222338989849,4,1,0,66.26307500307655
107270,Oncology,B,30,11,0,61.13720922821474,3,1,1,66.96576692842197
107271,Oncology,B,24,7,3,78.2898255975703,2,1,0,63.62199675401291
107272,Endocrinology,C,6,10,4,90.36184870063384,0,0,0,81.59343867213545
107273,Cardiology,B,22,5,3,69.78444608914121,5,2,0,83.9369077033042
107274,Oncology,B,33,6,2,70.37717287582592,2,1,0,59.47606918973826
107275,Oncology,B,10,6,1,48.43315917484424,3,4,0,65.52158582223538
107276,Endocrinology,B,34,13,2,57.906577680118595,5,2,1,94.37002383124279
107277,Oncology,B,27,7,3,22.724612745429745,1,3,0,57.23056401415506
107278,Oncology,C,14,7,4,52.82715800998415,4,1,0,72.71281236754801
107279,Neurology,A,17,5,0,67.5568512756232,2,6,0,66.75194365037306
107280,Cardiology,B,12,5,2,84.06386940441463,1,3,0,71.20211865849105
107281,Cardiology,B,12,9,3,56.170451436730204,3,2,0,72.10878913538117
107282,Oncology,B,30,1,0,55.73139762822413,1,0,0,20.609656354286404
107283,Oncology,B,25,7,0,53.5974354437193,5,1,0,55.49633877878958
107284,Cardiology,C,4,8,2,46.333010367510695,2,0,0,54.070877425988094
107285,Oncology,B,32,6,2,45.53536749710617,4,0,0,46.00263470051719
107286,Cardiology,B,29,7,2,46.80975731316765,4,1,0,48.73248243169667
107287,Cardiology,B,2,5,2,78.86235733694,2,2,0,71.1846589796262
107288,Oncology,B,30,5,0,57.079683671327,0,2,0,43.36663351608377
107289,Endocrinology,C,12,9,3,42.969332126975814,5,3,0,88.34614865153199
107290,Neurology,B,13,6,2,44.57714316792451,2,2,1,65.04249146491553
107291,Neurology,B,16,5,1,30.940242158118217,1,3,0,45.69885562024784
107292,Oncology,C,16,9,1,54.60048495549467,2,0,0,47.6595643610454
107293,Oncology,B,29,7,1,50.19129721044232,1,2,1,61.77943732349898
107294,Cardiology,C,31,6,2,62.503144448211394,3,2,0,61.866418362132535
107295,Oncology,B,17,7,2,71.16239185376787,3,7,1,103.51179884950865
107296,Endocrinology,B,4,11,2,47.906284509699105,3,4,0,78.94119792730706
107297,Oncology,C,30,9,3,56.570404287050174,4,2,0,69.6945621545496
107298,Cardiology,C,6,9,1,75.73441046750929,3,2,0,76.79162090662003
107299,Oncology,B,19,9,4,49.54853866686103,3,2,0,69.31848973795343
107300,Cardiology,C,7,10,0,41.314538603227504,2,2,0,50.75527074563121
107301,Oncology,B,34,8,1,66.32316749515624,2,1,0,57.13104155916319
107302,Oncology,B,13,3,2,77.117742278756,1,3,0,58.69765831166472
107303,Oncology,A,23,9,1,76.23389648421742,3,3,0,76.59808730723579
107304,Endocrinology,A,6,17,4,49.4150638714061,3,2,0,83.9738288499535
107305,Oncology,C,8,16,2,43.71172178844402,7,2,0,92.03546035038197
107306,Endocrinology,A,31,6,2,56.23123453923174,1,2,0,58.26848031768392
107307,Neurology,A,25,5,1,60.39251777832408,0,3,0,60.87540518853118
107308,Oncology,C,15,3,2,59.70929882628637,3,6,1,92.43604406246158
107309,Neurology,A,7,7,3,51.33338910028264,3,5,0,86.57296012072202
107310,Oncology,B,26,10,2,77.60147857589611,4,2,0,87.74152501480717
107311,Endocrinology,B,2,10,1,79.99160592311058,6,3,0,95.54357255585585
107312,Cardiology,B,17,11,2,39.53990800335052,2,2,0,70.96587659720628
107313,Oncology,C,30,5,4,45.61261275958719,2,2,0,57.457854134638666
107314,Oncology,B,26,11,1,56.404289915122334,2,3,0,68.43387927192975
107315,Oncology,B,21,5,0,58.289867211296915,5,2,0,56.036062524456604
107316,Endocrinology,C,26,16,1,67.26470418731016,2,3,0,81.18310309296801
107317,Oncology,B,18,5,3,54.21886748826934,5,3,0,73.45626413340388
107318,Neurology,B,7,11,4,56.73952301259484,2,3,1,90.1934534291151
107319,Oncology,C,25,8,0,24.664434430966015,4,5,0,67.34581258586822
107320,Endocrinology,B,31,14,1,78.19004952199772,3,0,1,75.33958442892582
107321,Oncology,B,10,10,3,33.12005252273056,4,1,0,63.33833540001528
107322,Cardiology,A,27,13,0,33.149709660535805,3,4,0,69.98485867130107
107323,Cardiology,B,34,7,1,36.072999322396434,1,1,0,41.02064064967695
